line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
776,10268872,Videos/20240117/10268872/ai/C1_S20240117104158088_E20240117104258088.mp4,1,"{""x"": 469.0, ""y"": 248.0, ""height"": 36.0, ""width"": 18.0}",2024-01-17 10:42:03.088000+00:00,TRUE,"{""x"": 496.3918762207031, ""y"": 0.0, ""height"": 46.710357666015625, ""width"": 32.75601577758789}",2024-01-17 10:42:31.888000+00:00,"[{""time"": ""2024-01-17 10:42:16.188000+00:00"", ""center"": {""x"": 576.2566558837891, ""y"": 194.6996794128418}}]","{""x"": 504.0, ""y"": 7.0, ""height"": 22.0, ""width"": 14.0}",2024-01-17 10:42:31.688000+00:00,[]
777,10269206,Videos/20240117/10269206/ai/C29_S20240117105244300_E20240117105344300.mp4,29,"{""x"": 441.0, ""y"": 44.0, ""height"": 37.0, ""width"": 42.0}",2024-01-17 10:52:49.300000+00:00,TRUE,"{""x"": 456.89300537109375, ""y"": 0.0, ""height"": 38.192657470703125, ""width"": 36.77423858642578}",2024-01-17 10:53:08+00:00,"[{""time"": ""2024-01-17 10:52:44.400000+00:00"", ""center"": {""x"": 492.85161346435547, ""y"": 61.41398517608643}}]","{""x"": 459.0, ""y"": 2.0, ""height"": 36.0, ""width"": 15.0}",2024-01-17 10:53:12+00:00,"[{""time"": ""2024-01-17 10:52:57.600000+00:00"", ""center"": {""x"": 532.768, ""y"": 42.448}}, {""time"": ""2024-01-17 10:53:05.600000+00:00"", ""center"": {""x"": 521.102, ""y"": 43.781}}]"
778,10269190,Videos/20240117/10269190/ai/C22_S20240117105401800_E20240117105501800.mp4,22,"{""x"": 472.0, ""y"": 187.0, ""height"": 26.0, ""width"": 25.0}",2024-01-17 10:54:06.800000+00:00,TRUE,"{""x"": 479.4484558105469, ""y"": 41.61537551879883, ""height"": 31.4161376953125, ""width"": 36.87461471557617}",2024-01-17 10:55:01.700000+00:00,"[{""time"": ""2024-01-17 10:54:05+00:00"", ""center"": {""x"": 495.3738467407227, ""y"": 155.22591690063476}}]","{""x"": 462.0, ""y"": 52.0, ""height"": 27.0, ""width"": 24.0}",2024-01-17 10:55:01.800000+00:00,[]
779,10268865,Videos/20240117/10268865/ai/C11_S20240117102843100_E20240117102943100.mp4,11,"{""x"": 208.0, ""y"": 70.0, ""height"": 12.0, ""width"": 11.0}",2024-01-17 10:28:48.100000+00:00,TRUE,"{""x"": 180.74111938476562, ""y"": 316.3963928222656, ""height"": 48.21125793457031, ""width"": 43.424163818359375}",2024-01-17 10:28:51.300000+00:00,[],"{""x"": 251.0, ""y"": 339.0, ""height"": 49.0, ""width"": 21.0}",2024-01-17 10:28:53.300000+00:00,[]
780,10268889,Videos/20240117/10268889/ai/C4_S20240117102630300_E20240117102730300.mp4,4,"{""x"": 176.0, ""y"": 72.0, ""height"": 16.0, ""width"": 5.0}",2024-01-17 10:26:35.300000+00:00,TRUE,"{""x"": 204.13768005371094, ""y"": 328.31536865234375, ""height"": 43.105499267578125, ""width"": 31.68463134765625}",2024-01-17 10:27:02.500000+00:00,[],"{""x"": 163.0, ""y"": 354.0, ""height"": 42.0, ""width"": 6.0}",2024-01-17 10:27:04.600000+00:00,"[{""time"": ""2024-01-17 10:26:48.500000+00:00"", ""center"": {""x"": 87.082, ""y"": 147.032}}, {""time"": ""2024-01-17 10:26:55.300000+00:00"", ""center"": {""x"": 95.582, ""y"": 146.782}}]"
781,10269152,Videos/20240117/10269152/ai/C7_S20240117105617300_E20240117105717300.mp4,7,"{""x"": 328.0, ""y"": 108.0, ""height"": 81.0, ""width"": 30.0}",2024-01-17 10:56:22.300000+00:00,TRUE,"{""x"": 327.1153869628906, ""y"": 7.927920341491699, ""height"": 28.579559326171875, ""width"": 53.885894775390625}",2024-01-17 10:57:17.200000+00:00,"[{""time"": ""2024-01-17 10:56:21.200000+00:00"", ""center"": {""x"": 342.2598083496094, ""y"": 35.670191316604615}}]","{""x"": 0.0, ""y"": 90.0, ""height"": 27.0, ""width"": 30.0}",2024-01-17 10:56:26.300000+00:00,[]
782,10269190,Videos/20240117/10269190/ai/C22_S20240117105456800_E20240117105556800.mp4,22,"{""x"": 462.0, ""y"": 52.0, ""height"": 27.0, ""width"": 24.0}",2024-01-17 10:55:01.800000+00:00,TRUE,"{""x"": 487.276611328125, ""y"": 0.0, ""height"": 36.859619140625, ""width"": 34.98330307006836}",2024-01-17 10:55:15.500000+00:00,"[{""time"": ""2024-01-17 10:54:59+00:00"", ""center"": {""x"": 498.9935601806641, ""y"": 58.544129333496095}}]","{""x"": 467.0, ""y"": 16.0, ""height"": 23.0, ""width"": 19.0}",2024-01-17 10:55:16+00:00,"[{""time"": ""2024-01-17 10:55:05.800000+00:00"", ""center"": {""x"": 557.516, ""y"": 73.345}}, {""time"": ""2024-01-17 10:55:13.200000+00:00"", ""center"": {""x"": 565.683, ""y"": 73.845}}]"
783,10269206,Videos/20240117/10269206/ai/C30_S20240117105307000_E20240117105407000.mp4,30,"{""x"": 454.0, ""y"": 334.0, ""height"": 29.0, ""width"": 16.0}",2024-01-17 10:53:12+00:00,TRUE,"{""x"": 464.0041809082031, ""y"": 312.1905212402344, ""height"": 41.512420654296875, ""width"": 46.365936279296875}",2024-01-17 10:54:06.200000+00:00,"[{""time"": ""2024-01-17 10:53:12.700000+00:00"", ""center"": {""x"": 547.9209497070312, ""y"": 275.5475617980957}}, {""time"": ""2024-01-17 10:53:56.300000+00:00"", ""center"": {""x"": 515.6466180419922, ""y"": 338.68150939941404}}]","{""x"": 445.0, ""y"": 256.0, ""height"": 21.0, ""width"": 24.0}",2024-01-17 10:54:07+00:00,"[{""time"": ""2024-01-17 10:53:24+00:00"", ""center"": {""x"": 565.853, ""y"": 291.795}}, {""time"": ""2024-01-17 10:53:30.900000+00:00"", ""center"": {""x"": 562.853, ""y"": 287.129}}, {""time"": ""2024-01-17 10:53:40.100000+00:00"", ""center"": {""x"": 567.519, ""y"": 300.795}}]"
784,10269152,Videos/20240117/10269152/ai/C25_S20240117105621300_E20240117105721300.mp4,25,"{""x"": 198.0, ""y"": 187.0, ""height"": 85.0, ""width"": 26.0}",2024-01-17 10:56:26.300000+00:00,TRUE,"{""x"": 171.93850708007812, ""y"": 0.0, ""height"": 49.173919677734375, ""width"": 44.94353103637695}",2024-01-17 10:56:26.600000+00:00,[],"{""x"": 200.0, ""y"": 3.0, ""height"": 23.0, ""width"": 10.0}",2024-01-17 10:56:28.100000+00:00,[]
785,10269183,Videos/20240117/10269183/ai/C22_S20240117104528300_E20240117104628300.mp4,22,"{""x"": 406.0, ""y"": 342.0, ""height"": 11.0, ""width"": 5.0}",2024-01-17 10:45:33.300000+00:00,TRUE,"{""x"": 480.5496520996094, ""y"": 0.0, ""height"": 38.829925537109375, ""width"": 27.672630310058594}",2024-01-17 10:46:07+00:00,"[{""time"": ""2024-01-17 10:45:37.200000+00:00"", ""center"": {""x"": 519.4102386474609, ""y"": 224.01239486694337}}]","{""x"": 452.0, ""y"": 13.0, ""height"": 17.0, ""width"": 19.0}",2024-01-17 10:46:08.100000+00:00,"[{""time"": ""2024-01-17 10:45:41.900000+00:00"", ""center"": {""x"": 546.784, ""y"": 221.328}}, {""time"": ""2024-01-17 10:45:50.300000+00:00"", ""center"": {""x"": 554.784, ""y"": 218.328}}, {""time"": ""2024-01-17 10:45:57.500000+00:00"", ""center"": {""x"": 568.784, ""y"": 215.828}}]"
786,10268889,Videos/20240117/10268889/ai/C5_S20240117102659600_E20240117102759600.mp4,5,"{""x"": 136.0, ""y"": 32.0, ""height"": 55.0, ""width"": 8.0}",2024-01-17 10:27:04.600000+00:00,TRUE,"{""x"": 128.438232421875, ""y"": 325.24267578125, ""height"": 43.90495300292969, ""width"": 34.451904296875}",2024-01-17 10:27:59.500000+00:00,"[{""time"": ""2024-01-17 10:27:41.400000+00:00"", ""center"": {""x"": 175.94565719604492, ""y"": 347.58674377441406}}]","{""x"": 574.0, ""y"": 186.0, ""height"": 24.0, ""width"": 25.0}",2024-01-17 10:27:13.800000+00:00,[]
787,10269213,Videos/20240117/10269213/ai/C8_S20240117105239200_E20240117105339200.mp4,8,"{""x"": 148.0, ""y"": 172.0, ""height"": 46.0, ""width"": 35.0}",2024-01-17 10:52:44.200000+00:00,TRUE,"{""x"": 199.3393096923828, ""y"": 325.6274108886719, ""height"": 39.85319519042969, ""width"": 34.372589111328125}",2024-01-17 10:52:51.700000+00:00,"[{""time"": ""2024-01-17 10:52:40.600000+00:00"", ""center"": {""x"": 113.57071212768555, ""y"": 196.4301986694336}}]","{""x"": 222.0, ""y"": 350.0, ""height"": 11.0, ""width"": 7.0}",2024-01-17 10:52:52.800000+00:00,[]
788,10269183,Videos/20240117/10269183/ai/C23_S20240117104603100_E20240117104703100.mp4,23,"{""x"": 434.0, ""y"": 315.0, ""height"": 14.0, ""width"": 17.0}",2024-01-17 10:46:08.100000+00:00,TRUE,"{""x"": 410.686767578125, ""y"": 0.0, ""height"": 37.792144775390625, ""width"": 28.59956169128418}",2024-01-17 10:46:45.100000+00:00,"[{""time"": ""2024-01-17 10:46:10.300000+00:00"", ""center"": {""x"": 513.4299252319336, ""y"": 248.40085891723632}}, {""time"": ""2024-01-17 10:46:28+00:00"", ""center"": {""x"": 482.22029479980466, ""y"": 257.0006945800781}}]","{""x"": 416.0, ""y"": 6.0, ""height"": 24.0, ""width"": 18.0}",2024-01-17 10:46:46.500000+00:00,"[{""time"": ""2024-01-17 10:46:16.200000+00:00"", ""center"": {""x"": 546.858, ""y"": 250.034}}, {""time"": ""2024-01-17 10:46:25+00:00"", ""center"": {""x"": 537.858, ""y"": 240.784}}, {""time"": ""2024-01-17 10:46:36.200000+00:00"", ""center"": {""x"": 550.858, ""y"": 244.284}}]"
789,10268865,Videos/20240117/10268865/ai/C12_S20240117102848300_E20240117102948300.mp4,12,"{""x"": 267.0, ""y"": 36.0, ""height"": 60.0, ""width"": 24.0}",2024-01-17 10:28:53.300000+00:00,TRUE,"{""x"": 598.2573852539062, ""y"": 332.3435363769531, ""height"": 41.74261474609375, ""width"": 27.656463623046875}",2024-01-17 10:29:11.900000+00:00,"[{""time"": ""2024-01-17 10:28:56.300000+00:00"", ""center"": {""x"": 354.07062774658203, ""y"": 198.98129333496092}}]","{""x"": 423.0, ""y"": 344.0, ""height"": 33.0, ""width"": 16.0}",2024-01-17 10:29:09.800000+00:00,"[{""time"": ""2024-01-17 10:29:03.700000+00:00"", ""center"": {""x"": 409.435, ""y"": 220.796}}]"
790,10269206,Videos/20240117/10269206/ai/C30_S20240117105402000_E20240117105502000.mp4,30,"{""x"": 445.0, ""y"": 256.0, ""height"": 21.0, ""width"": 24.0}",2024-01-17 10:54:07+00:00,TRUE,"{""x"": 463.38427734375, ""y"": 311.8103942871094, ""height"": 42.54766845703125, ""width"": 46.39825439453125}",2024-01-17 10:54:06.200000+00:00,[],"{""x"": 413.0, ""y"": 222.0, ""height"": 69.0, ""width"": 37.0}",2024-01-17 10:55:02+00:00,"[{""time"": ""2024-01-17 10:54:55.500000+00:00"", ""center"": {""x"": 432.6, ""y"": 321.042}}, {""time"": ""2024-01-17 10:55:02+00:00"", ""center"": {""x"": 425.6, ""y"": 286.042}}]"
791,10269152,Videos/20240117/10269152/ai/C16_S20240117105623100_E20240117105723100.mp4,16,"{""x"": 192.0, ""y"": 333.0, ""height"": 30.0, ""width"": 12.0}",2024-01-17 10:56:28.100000+00:00,TRUE,"{""x"": 212.263916015625, ""y"": 0.0, ""height"": 41.657196044921875, ""width"": 40.36615753173828}",2024-01-17 10:56:31.100000+00:00,[],"{""x"": 236.0, ""y"": 0.0, ""height"": 41.0, ""width"": 25.0}",2024-01-17 10:56:32.300000+00:00,[]
792,10269190,Videos/20240117/10269190/ai/C23_S20240117105511000_E20240117105611000.mp4,23,"{""x"": 444.0, ""y"": 317.0, ""height"": 18.0, ""width"": 17.0}",2024-01-17 10:55:16+00:00,TRUE,"{""x"": 450.81964111328125, ""y"": 0.0, ""height"": 28.72039794921875, ""width"": 29.289587020874023}",2024-01-17 10:56:10.900000+00:00,"[{""time"": ""2024-01-17 10:55:26.700000+00:00"", ""center"": {""x"": 494.0072912597656, ""y"": 178.24939193725587}}, {""time"": ""2024-01-17 10:55:40+00:00"", ""center"": {""x"": 467.94445037841797, ""y"": 13.893724174499512}}]","{""x"": 458.0, ""y"": 139.0, ""height"": 33.0, ""width"": 24.0}",2024-01-17 10:56:11+00:00,"[{""time"": ""2024-01-17 10:55:34.200000+00:00"", ""center"": {""x"": 559.153, ""y"": 208.572}}, {""time"": ""2024-01-17 10:55:34.200000+00:00"", ""center"": {""x"": 561.319, ""y"": 201.739}}]"
793,10269213,Videos/20240117/10269213/ai/C9_S20240117105247800_E20240117105347800.mp4,9,"{""x"": 237.0, ""y"": 37.0, ""height"": 10.0, ""width"": 6.0}",2024-01-17 10:52:52.800000+00:00,TRUE,"{""x"": 385.144287109375, ""y"": 329.7934875488281, ""height"": 37.406524658203125, ""width"": 30.206512451171875}",2024-01-17 10:52:57.800000+00:00,[],"{""x"": 416.0, ""y"": 349.0, ""height"": 20.0, ""width"": 10.0}",2024-01-17 10:52:59.100000+00:00,[]
794,10263914,Videos/20240117/10263914/ai/C25_S20240117090028500_E20240117090128500.mp4,25,"{""x"": 498.0, ""y"": 176.0, ""height"": 14.0, ""width"": 21.0}",2024-01-17 09:00:33.500000+00:00,TRUE,"{""x"": 496.77410888671875, ""y"": 0.0, ""height"": 45.95709228515625, ""width"": 28.52387809753418}",2024-01-17 09:00:34.800000+00:00,[],"{""x"": 458.0, ""y"": 6.0, ""height"": 17.0, ""width"": 17.0}",2024-01-17 09:00:35.800000+00:00,[]
795,10269213,Videos/20240117/10269213/ai/C10_S20240117105254100_E20240117105354100.mp4,10,"{""x"": 497.0, ""y"": 48.0, ""height"": 44.0, ""width"": 15.0}",2024-01-17 10:52:59.100000+00:00,TRUE,"{""x"": 620.0071411132812, ""y"": 81.77140045166016, ""height"": 19.99285888671875, ""width"": 27.93927764892578}",2024-01-17 10:53:04.200000+00:00,[],"{""x"": 574.0, ""y"": 93.0, ""height"": 22.0, ""width"": 17.0}",2024-01-17 10:53:03.200000+00:00,[]
796,10269190,Videos/20240117/10269190/ai/C23_S20240117105606000_E20240117105706000.mp4,23,"{""x"": 458.0, ""y"": 139.0, ""height"": 33.0, ""width"": 24.0}",2024-01-17 10:56:11+00:00,TRUE,"{""x"": 455.09844970703125, ""y"": 0.0, ""height"": 33.67718505859375, ""width"": 33.152015686035156}",2024-01-17 10:57:05.900000+00:00,"[{""time"": ""2024-01-17 10:56:06.100000+00:00"", ""center"": {""x"": 471.42727142333985, ""y"": 16.143082047196803}}]","{""x"": 463.0, ""y"": 131.0, ""height"": 32.0, ""width"": 37.0}",2024-01-17 10:57:06+00:00,[]
797,10268889,Videos/20240117/10268889/ai/C16_S20240117102708800_E20240117102808800.mp4,16,"{""x"": 122.0, ""y"": 191.0, ""height"": 30.0, ""width"": 22.0}",2024-01-17 10:27:13.800000+00:00,TRUE,"{""x"": 407.6754455566406, ""y"": 0.0, ""height"": 37.32391357421875, ""width"": 37.263587951660156}",2024-01-17 10:27:20+00:00,[],"{""x"": 371.0, ""y"": 1.0, ""height"": 14.0, ""width"": 14.0}",2024-01-17 10:27:21.500000+00:00,[]
798,10263914,Videos/20240117/10263914/ai/C16_S20240117090030800_E20240117090130800.mp4,16,"{""x"": 566.0, ""y"": 321.0, ""height"": 27.0, ""width"": 22.0}",2024-01-17 09:00:35.800000+00:00,TRUE,"{""x"": 464.71173095703125, ""y"": 0.0, ""height"": 36.076507568359375, ""width"": 28.35962677001953}",2024-01-17 09:00:49.200000+00:00,"[{""time"": ""2024-01-17 09:00:37.900000+00:00"", ""center"": {""x"": 515.4457080078125, ""y"": 129.83022018432618}}]","{""x"": 367.0, ""y"": 3.0, ""height"": 14.0, ""width"": 10.0}",2024-01-17 09:00:50.500000+00:00,"[{""time"": ""2024-01-17 09:00:45+00:00"", ""center"": {""x"": 531.049, ""y"": 146.786}}]"
799,10269213,Videos/20240117/10269213/ai/C21_S20240117105258200_E20240117105358200.mp4,21,"{""x"": 100.0, ""y"": 129.0, ""height"": 16.0, ""width"": 18.0}",2024-01-17 10:53:03.200000+00:00,TRUE,"{""x"": 303.55963134765625, ""y"": 0.0, ""height"": 37.19708251953125, ""width"": 27.040443420410156}",2024-01-17 10:53:07+00:00,[],"{""x"": 287.0, ""y"": 11.0, ""height"": 21.0, ""width"": 11.0}",2024-01-17 10:53:07.600000+00:00,[]
800,10269190,Videos/20240117/10269190/ai/C23_S20240117105701000_E20240117105801000.mp4,23,"{""x"": 463.0, ""y"": 131.0, ""height"": 32.0, ""width"": 37.0}",2024-01-17 10:57:06+00:00,TRUE,"{""x"": 452.140380859375, ""y"": 0.0, ""height"": 28.450531005859375, ""width"": 24.519771575927734}",2024-01-17 10:58:00.100000+00:00,"[{""time"": ""2024-01-17 10:57:01.100000+00:00"", ""center"": {""x"": 466.5205346679688, ""y"": 12.227743148803711}}]","{""x"": 459.0, ""y"": 132.0, ""height"": 29.0, ""width"": 39.0}",2024-01-17 10:58:01+00:00,[]
801,10269183,Videos/20240117/10269183/ai/C7_S20240117104641500_E20240117104741500.mp4,7,"{""x"": 312.0, ""y"": 58.0, ""height"": 38.0, ""width"": 13.0}",2024-01-17 10:46:46.500000+00:00,FALSE,,,,"{""x"": 4.0, ""y"": 76.0, ""height"": 14.0, ""width"": 27.0}",2024-01-17 10:46:51.300000+00:00,[]
802,10269206,Videos/20240117/10269206/ai/C30_S20240117105457000_E20240117105557000.mp4,30,"{""x"": 413.0, ""y"": 222.0, ""height"": 69.0, ""width"": 37.0}",2024-01-17 10:55:02+00:00,TRUE,"{""x"": 405.6561584472656, ""y"": 0.0, ""height"": 35.998565673828125, ""width"": 32.125553131103516}",2024-01-17 10:55:48.100000+00:00,"[{""time"": ""2024-01-17 10:54:57.100000+00:00"", ""center"": {""x"": 446.25057708740235, ""y"": 252.6804457092285}}]","{""x"": 341.0, ""y"": 5.0, ""height"": 48.0, ""width"": 23.0}",2024-01-17 10:55:49.600000+00:00,"[{""time"": ""2024-01-17 10:55:03.700000+00:00"", ""center"": {""x"": 429.38, ""y"": 311.107}}, {""time"": ""2024-01-17 10:55:03.700000+00:00"", ""center"": {""x"": 430.88, ""y"": 297.107}}, {""time"": ""2024-01-17 10:55:05.700000+00:00"", ""center"": {""x"": 456.38, ""y"": 320.607}}, {""time"": ""2024-01-17 10:55:05.700000+00:00"", ""center"": {""x"": 456.88, ""y"": 309.607}}, {""time"": ""2024-01-17 10:55:09.400000+00:00"", ""center"": {""x"": 456.38, ""y"": 296.107}}, {""time"": ""2024-01-17 10:55:14.300000+00:00"", ""center"": {""x"": 448.38, ""y"": 300.607}}, {""time"": ""2024-01-17 10:55:18+00:00"", ""center"": {""x"": 462.88, ""y"": 304.107}}, {""time"": ""2024-01-17 10:55:22.700000+00:00"", ""center"": {""x"": 465.88, ""y"": 294.607}}]"
803,10269213,Videos/20240117/10269213/ai/C22_S20240117105302600_E20240117105402600.mp4,22,"{""x"": 286.0, ""y"": 328.0, ""height"": 20.0, ""width"": 11.0}",2024-01-17 10:53:07.600000+00:00,TRUE,"{""x"": 451.45538330078125, ""y"": 105.1558837890625, ""height"": 37.17919921875, ""width"": 31.555694580078125}",2024-01-17 10:54:02.500000+00:00,"[{""time"": ""2024-01-17 10:53:19.600000+00:00"", ""center"": {""x"": 513.0577053833008, ""y"": 294.8269927978516}}, {""time"": ""2024-01-17 10:53:43+00:00"", ""center"": {""x"": 470.4267581176758, ""y"": 121.09924476623536}}]","{""x"": 395.0, ""y"": 93.0, ""height"": 27.0, ""width"": 29.0}",2024-01-17 10:54:02.600000+00:00,[]
804,10269183,Videos/20240117/10269183/ai/C25_S20240117104646300_E20240117104746300.mp4,25,"{""x"": 244.0, ""y"": 195.0, ""height"": 68.0, ""width"": 15.0}",2024-01-17 10:46:51.300000+00:00,TRUE,"{""x"": 336.4324951171875, ""y"": 0.0, ""height"": 50.143798828125, ""width"": 60.45587158203125}",2024-01-17 10:46:50.600000+00:00,[],"{""x"": 385.0, ""y"": 2.0, ""height"": 26.0, ""width"": 13.0}",2024-01-17 10:46:52.300000+00:00,[]
