line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
3394,10277577,Videos/20240117/10277577/ai/C16_S20240117153037600_E20240117153137600.mp4,16,"{""x"": 499.0, ""y"": 316.0, ""height"": 35.0, ""width"": 29.0}",2024-01-17 15:30:42.600000+00:00,TRUE,"{""x"": 403.6368713378906, ""y"": 20.161785125732422, ""height"": 46.45257568359375, ""width"": 41.01528549194336}",2024-01-17 15:31:37.500000+00:00,"[{""time"": ""2024-01-17 15:30:50.900000+00:00"", ""center"": {""x"": 435.3749267578125, ""y"": 270.831376953125}}]","{""x"": 371.0, ""y"": 34.0, ""height"": 31.0, ""width"": 31.0}",2024-01-17 15:31:37.600000+00:00,"[{""time"": ""2024-01-17 15:30:51.800000+00:00"", ""center"": {""x"": 483.085, ""y"": 299.652}}, {""time"": ""2024-01-17 15:30:51.800000+00:00"", ""center"": {""x"": 478.335, ""y"": 294.402}}, {""time"": ""2024-01-17 15:31:06.400000+00:00"", ""center"": {""x"": 539.835, ""y"": 257.652}}, {""time"": ""2024-01-17 15:31:17.400000+00:00"", ""center"": {""x"": 527.335, ""y"": 128.901}}, {""time"": ""2024-01-17 15:31:30.800000+00:00"", ""center"": {""x"": 489.335, ""y"": 92.067}}]"
3395,10279182,Videos/20240117/10279182/ai/C19_S20240117154641500_E20240117154741500.mp4,19,"{""x"": 109.0, ""y"": 244.0, ""height"": 17.0, ""width"": 30.0}",2024-01-17 15:46:46.500000+00:00,FALSE,,,,"{""x"": 383.0, ""y"": 349.0, ""height"": 16.0, ""width"": 11.0}",2024-01-17 15:46:48.400000+00:00,[]
3396,10279212,Videos/20240117/10279212/ai/C20_S20240117155826900_E20240117155926900.mp4,20,"{""x"": 357.0, ""y"": 93.0, ""height"": 35.0, ""width"": 39.0}",2024-01-17 15:58:31.900000+00:00,TRUE,"{""x"": 327.12738037109375, ""y"": 0.0, ""height"": 37.25494384765625, ""width"": 32.82892990112305}",2024-01-17 15:58:49.400000+00:00,"[{""time"": ""2024-01-17 15:58:39.300000+00:00"", ""center"": {""x"": 346.82781494140625, ""y"": 90.09087589263916}}]","{""x"": 346.0, ""y"": 67.0, ""height"": 33.0, ""width"": 19.0}",2024-01-17 15:59:26.900000+00:00,"[{""time"": ""2024-01-17 15:58:36.400000+00:00"", ""center"": {""x"": 220.72, ""y"": 90.031}}, {""time"": ""2024-01-17 15:58:46.700000+00:00"", ""center"": {""x"": 223.387, ""y"": 83.697}}]"
3397,10275146,Videos/20240117/10275146/ai/C30_S20240117151106300_E20240117151206300.mp4,30,"{""x"": 261.0, ""y"": 284.0, ""height"": 18.0, ""width"": 13.0}",2024-01-17 15:11:11.300000+00:00,TRUE,"{""x"": 85.90682220458984, ""y"": 1.5679980516433716, ""height"": 43.258338928222656, ""width"": 32.69137954711914}",2024-01-17 15:11:17.800000+00:00,[],"{""x"": 179.0, ""y"": 0.0, ""height"": 27.0, ""width"": 18.0}",2024-01-17 15:11:20+00:00,[]
3398,10279229,Videos/20240117/10279229/ai/C6_S20240117160112000_E20240117160212000.mp4,6,"{""x"": 322.0, ""y"": 109.0, ""height"": 60.0, ""width"": 47.0}",2024-01-17 16:01:17+00:00,TRUE,"{""x"": 224.54019165039062, ""y"": 306.84295654296875, ""height"": 60.2388916015625, ""width"": 53.15704345703125}",2024-01-17 16:02:07.900000+00:00,"[{""time"": ""2024-01-17 16:01:12.700000+00:00"", ""center"": {""x"": 271.7944657897949, ""y"": 22.487088134288786}}, {""time"": ""2024-01-17 16:01:45.400000+00:00"", ""center"": {""x"": 226.9514775085449, ""y"": 84.63338169097901}}, {""time"": ""2024-01-17 16:01:56.100000+00:00"", ""center"": {""x"": 232.7627703857422, ""y"": 88.52112205505371}}]","{""x"": 251.0, ""y"": 344.0, ""height"": 39.0, ""width"": 10.0}",2024-01-17 16:02:08.500000+00:00,"[{""time"": ""2024-01-17 16:01:22.100000+00:00"", ""center"": {""x"": 156.662, ""y"": 79.211}}, {""time"": ""2024-01-17 16:01:22.100000+00:00"", ""center"": {""x"": 163.763, ""y"": 71.563}}, {""time"": ""2024-01-17 16:01:22.100000+00:00"", ""center"": {""x"": 173.596, ""y"": 81.942}}, {""time"": ""2024-01-17 16:01:29.700000+00:00"", ""center"": {""x"": 173.353, ""y"": 64.425}}, {""time"": ""2024-01-17 16:01:29.700000+00:00"", ""center"": {""x"": 150.687, ""y"": 63.092}}, {""time"": ""2024-01-17 16:01:29.700000+00:00"", ""center"": {""x"": 145.02, ""y"": 72.425}}, {""time"": ""2024-01-17 16:01:46.800000+00:00"", ""center"": {""x"": 186.707, ""y"": 89.59}}, {""time"": ""2024-01-17 16:01:46.800000+00:00"", ""center"": {""x"": 182.337, ""y"": 79.211}}, {""time"": ""2024-01-17 16:01:46.800000+00:00"", ""center"": {""x"": 204.188, ""y"": 91.775}}, {""time"": ""2024-01-17 16:01:58.800000+00:00"", ""center"": {""x"": 185.615, ""y"": 68.285}}, {""time"": ""2024-01-17 16:01:58.800000+00:00"", ""center"": {""x"": 198.725, ""y"": 77.572}}]"
3399,10279243,Videos/20240117/10279243/ai/C19_S20240117155422600_E20240117155522600.mp4,19,"{""x"": 319.0, ""y"": 295.0, ""height"": 16.0, ""width"": 11.0}",2024-01-17 15:54:27.600000+00:00,TRUE,"{""x"": 298.25494384765625, ""y"": 282.4632873535156, ""height"": 37.009613037109375, ""width"": 44.07818603515625}",2024-01-17 15:55:22.500000+00:00,"[{""time"": ""2024-01-17 15:54:30.800000+00:00"", ""center"": {""x"": 315.8044921875, ""y"": 249.9135250854492}}, {""time"": ""2024-01-17 15:54:59.900000+00:00"", ""center"": {""x"": 308.39683486938475, ""y"": 282.9916625976563}}]","{""x"": 297.0, ""y"": 283.0, ""height"": 39.0, ""width"": 43.0}",2024-01-17 15:55:22.600000+00:00,"[{""time"": ""2024-01-17 15:55:00.600000+00:00"", ""center"": {""x"": 256.969, ""y"": 274.797}}, {""time"": ""2024-01-17 15:55:00.600000+00:00"", ""center"": {""x"": 256.469, ""y"": 270.047}}, {""time"": ""2024-01-17 15:55:06.900000+00:00"", ""center"": {""x"": 271.636, ""y"": 278.047}}, {""time"": ""2024-01-17 15:55:06.900000+00:00"", ""center"": {""x"": 271.636, ""y"": 274.547}}, {""time"": ""2024-01-17 15:55:13.700000+00:00"", ""center"": {""x"": 259.469, ""y"": 281.213}}, {""time"": ""2024-01-17 15:55:13.700000+00:00"", ""center"": {""x"": 263.302, ""y"": 282.047}}, {""time"": ""2024-01-17 15:55:18.800000+00:00"", ""center"": {""x"": 264.802, ""y"": 276.88}}, {""time"": ""2024-01-17 15:55:18.800000+00:00"", ""center"": {""x"": 264.136, ""y"": 271.213}}]"
3400,10276617,Videos/20240117/10276617/ai/C27_S20240117153633100_E20240117153733100.mp4,27,"{""x"": 545.0, ""y"": 340.0, ""height"": 30.0, ""width"": 12.0}",2024-01-17 15:36:38.100000+00:00,TRUE,"{""x"": 452.0765075683594, ""y"": 332.4842529296875, ""height"": 36.28350830078125, ""width"": 27.38543701171875}",2024-01-17 15:36:45.100000+00:00,"[{""time"": ""2024-01-17 15:36:37.400000+00:00"", ""center"": {""x"": 463.7220825195312, ""y"": 344.99899810791015}}]","{""x"": 259.0, ""y"": 351.0, ""height"": 10.0, ""width"": 9.0}",2024-01-17 15:36:41.600000+00:00,[]
3401,10279236,Videos/20240117/10279236/ai/C10_S20240117160222400_E20240117160322400.mp4,10,"{""x"": 142.0, ""y"": 205.0, ""height"": 54.0, ""width"": 74.0}",2024-01-17 16:02:27.400000+00:00,TRUE,"{""x"": 166.16458129882812, ""y"": 328.29290771484375, ""height"": 42.11460876464844, ""width"": 31.70709228515625}",2024-01-17 16:02:28.600000+00:00,[],"{""x"": 162.0, ""y"": 346.0, ""height"": 12.0, ""width"": 13.0}",2024-01-17 16:02:30.200000+00:00,[]
3402,10278741,Videos/20240117/10278741/ai/C7_S20240117154149200_E20240117154249200.mp4,7,"{""x"": 356.0, ""y"": 67.0, ""height"": 35.0, ""width"": 11.0}",2024-01-17 15:41:54.200000+00:00,TRUE,"{""x"": 195.5133514404297, ""y"": 28.550859451293945, ""height"": 33.16429138183594, ""width"": 31.789491653442383}",2024-01-17 15:42:15.900000+00:00,"[{""time"": ""2024-01-17 15:41:56.300000+00:00"", ""center"": {""x"": 493.1860372924805, ""y"": 33.0510396784544}}, {""time"": ""2024-01-17 15:42:10.900000+00:00"", ""center"": {""x"": 199.84462158203124, ""y"": 59.00686368942261}}]","{""x"": 408.0, ""y"": 57.0, ""height"": 25.0, ""width"": 13.0}",2024-01-17 15:41:54.700000+00:00,[]
3403,10278932,Videos/20240117/10278932/ai/C23_S20240117160252600_E20240117160352600.mp4,23,"{""x"": 351.0, ""y"": 306.0, ""height"": 36.0, ""width"": 29.0}",2024-01-17 16:02:57.600000+00:00,TRUE,"{""x"": 321.3282165527344, ""y"": 0.0, ""height"": 39.969451904296875, ""width"": 31.347187042236328}",2024-01-17 16:03:02.600000+00:00,[],"{""x"": 307.0, ""y"": 11.0, ""height"": 31.0, ""width"": 22.0}",2024-01-17 16:03:03+00:00,[]
3404,10275283,Videos/20240117/10275283/ai/C3_S20240117154641900_E20240117154741900.mp4,3,"{""x"": 142.0, ""y"": 73.0, ""height"": 43.0, ""width"": 21.0}",2024-01-17 15:46:46.900000+00:00,TRUE,"{""x"": 224.16409301757812, ""y"": 0.1855398714542389, ""height"": 31.140106201171875, ""width"": 26.778060913085938}",2024-01-17 15:46:46.100000+00:00,[],"{""x"": 218.0, ""y"": 7.0, ""height"": 30.0, ""width"": 16.0}",2024-01-17 15:46:45.600000+00:00,[]
3405,10278765,Videos/20240117/10278765/ai/C27_S20240117154930000_E20240117155030000.mp4,27,"{""x"": 418.0, ""y"": 27.0, ""height"": 61.0, ""width"": 33.0}",2024-01-17 15:49:35+00:00,TRUE,"{""x"": 460.9154357910156, ""y"": 0.0, ""height"": 31.724151611328125, ""width"": 26.20674705505371}",2024-01-17 15:49:45.700000+00:00,[],"{""x"": 445.0, ""y"": 3.0, ""height"": 21.0, ""width"": 7.0}",2024-01-17 15:49:47.300000+00:00,"[{""time"": ""2024-01-17 15:49:36+00:00"", ""center"": {""x"": 558.542, ""y"": 43.218}}, {""time"": ""2024-01-17 15:49:42.100000+00:00"", ""center"": {""x"": 544.542, ""y"": 36.218}}]"
3406,10276617,Videos/20240117/10276617/ai/C16_S20240117153636600_E20240117153736600.mp4,16,"{""x"": 251.0, ""y"": 17.0, ""height"": 8.0, ""width"": 8.0}",2024-01-17 15:36:41.600000+00:00,TRUE,"{""x"": 445.0494079589844, ""y"": 0.0, ""height"": 29.744873046875, ""width"": 32.76484680175781}",2024-01-17 15:36:56.600000+00:00,"[{""time"": ""2024-01-17 15:36:36.700000+00:00"", ""center"": {""x"": 471.770446472168, ""y"": 20.138174493014812}}]","{""x"": 383.0, ""y"": 4.0, ""height"": 4.0, ""width"": 3.0}",2024-01-17 15:37:00.300000+00:00,"[{""time"": ""2024-01-17 15:36:48.800000+00:00"", ""center"": {""x"": 514.058, ""y"": 26.706}}]"
3407,10278741,Videos/20240117/10278741/ai/C15_S20240117154149700_E20240117154249700.mp4,15,"{""x"": 0.0, ""y"": 219.0, ""height"": 131.0, ""width"": 141.0}",2024-01-17 15:41:54.700000+00:00,FALSE,,,,"{""x"": 339.0, ""y"": 208.0, ""height"": 123.0, ""width"": 87.0}",2024-01-17 15:42:49.700000+00:00,"[{""time"": ""2024-01-17 15:42:01.400000+00:00"", ""center"": {""x"": 395.785, ""y"": 65.748}}, {""time"": ""2024-01-17 15:42:16.400000+00:00"", ""center"": {""x"": 352.285, ""y"": 78.748}}, {""time"": ""2024-01-17 15:42:16.400000+00:00"", ""center"": {""x"": 349.285, ""y"": 60.748}}, {""time"": ""2024-01-17 15:42:27.400000+00:00"", ""center"": {""x"": 359.618, ""y"": 67.081}}, {""time"": ""2024-01-17 15:42:36+00:00"", ""center"": {""x"": 356.618, ""y"": 36.623}}]"
3408,10279182,Videos/20240117/10279182/ai/C18_S20240117154643400_E20240117154743400.mp4,18,"{""x"": 372.0, ""y"": 31.0, ""height"": 13.0, ""width"": 7.0}",2024-01-17 15:46:48.400000+00:00,TRUE,"{""x"": 390.7077941894531, ""y"": 0.0, ""height"": 37.895416259765625, ""width"": 37.97129440307617}",2024-01-17 15:46:53+00:00,[],"{""x"": 354.0, ""y"": 3.0, ""height"": 12.0, ""width"": 5.0}",2024-01-17 15:46:54.800000+00:00,[]
3409,10278932,Videos/20240117/10278932/ai/C7_S20240117160258000_E20240117160358000.mp4,7,"{""x"": 339.0, ""y"": 104.0, ""height"": 46.0, ""width"": 15.0}",2024-01-17 16:03:03+00:00,TRUE,"{""x"": 80.18873596191406, ""y"": 36.602813720703125, ""height"": 36.51599884033203, ""width"": 41.19511413574219}",2024-01-17 16:03:06+00:00,[],"{""x"": 12.0, ""y"": 52.0, ""height"": 18.0, ""width"": 18.0}",2024-01-17 16:03:06.700000+00:00,[]
3410,10279236,Videos/20240117/10279236/ai/C11_S20240117160225200_E20240117160325200.mp4,11,"{""x"": 193.0, ""y"": 68.0, ""height"": 8.0, ""width"": 11.0}",2024-01-17 16:02:30.200000+00:00,TRUE,"{""x"": 432.8398742675781, ""y"": 0.0, ""height"": 33.13916015625, ""width"": 34.71233367919922}",2024-01-17 16:03:12.900000+00:00,"[{""time"": ""2024-01-17 16:02:33.400000+00:00"", ""center"": {""x"": 165.46761505126952, ""y"": 59.40655307769775}}]","{""x"": 209.0, ""y"": 249.0, ""height"": 57.0, ""width"": 63.0}",2024-01-17 16:03:25.200000+00:00,"[{""time"": ""2024-01-17 16:02:39.200000+00:00"", ""center"": {""x"": 140.093, ""y"": 48.269}}, {""time"": ""2024-01-17 16:02:43.800000+00:00"", ""center"": {""x"": 133.593, ""y"": 52.269}}, {""time"": ""2024-01-17 16:02:47.800000+00:00"", ""center"": {""x"": 128.259, ""y"": 44.103}}]"
3411,10279304,Videos/20240117/10279304/ai/C12_S20240117154916500_E20240117155016500.mp4,12,"{""x"": 153.0, ""y"": 327.0, ""height"": 5.0, ""width"": 5.0}",2024-01-17 15:49:21.500000+00:00,TRUE,"{""x"": 511.0224304199219, ""y"": 334.24334716796875, ""height"": 39.707794189453125, ""width"": 25.75665283203125}",2024-01-17 15:50:16+00:00,"[{""time"": ""2024-01-17 15:49:22.600000+00:00"", ""center"": {""x"": 355.95240814208984, ""y"": 267.8641355895996}}, {""time"": ""2024-01-17 15:50:00.700000+00:00"", ""center"": {""x"": 401.2850183105469, ""y"": 336.44521087646484}}]","{""x"": 231.0, ""y"": 348.0, ""height"": 11.0, ""width"": 8.0}",2024-01-17 15:49:36.200000+00:00,"[{""time"": ""2024-01-17 15:49:25.200000+00:00"", ""center"": {""x"": 151.694, ""y"": 344.978}}]"
3412,10279212,Videos/20240117/10279212/ai/C20_S20240117155921900_E20240117160021900.mp4,20,"{""x"": 346.0, ""y"": 67.0, ""height"": 33.0, ""width"": 19.0}",2024-01-17 15:59:26.900000+00:00,FALSE,,,,"{""x"": 342.0, ""y"": 67.0, ""height"": 18.0, ""width"": 21.0}",2024-01-17 16:00:21.900000+00:00,"[{""time"": ""2024-01-17 15:59:43.100000+00:00"", ""center"": {""x"": 248.384, ""y"": 91.989}}, {""time"": ""2024-01-17 15:59:56.400000+00:00"", ""center"": {""x"": 283.051, ""y"": 93.656}}, {""time"": ""2024-01-17 16:00:03.800000+00:00"", ""center"": {""x"": 268.384, ""y"": 86.989}}, {""time"": ""2024-01-17 16:00:14.300000+00:00"", ""center"": {""x"": 282.384, ""y"": 85.989}}]"
3413,10278765,Videos/20240117/10278765/ai/C28_S20240117154942300_E20240117155042300.mp4,28,"{""x"": 331.0, ""y"": 302.0, ""height"": 5.0, ""width"": 5.0}",2024-01-17 15:49:47.300000+00:00,TRUE,"{""x"": 358.0953369140625, ""y"": 80.43341827392578, ""height"": 52.562652587890625, ""width"": 37.183868408203125}",2024-01-17 15:50:42.200000+00:00,"[{""time"": ""2024-01-17 15:49:50.100000+00:00"", ""center"": {""x"": 508.30907257080077, ""y"": 302.7245492553711}}, {""time"": ""2024-01-17 15:50:11.100000+00:00"", ""center"": {""x"": 450.8068322753906, ""y"": 123.85666481018066}}, {""time"": ""2024-01-17 15:50:31.200000+00:00"", ""center"": {""x"": 411.6506713867187, ""y"": 83.17201625823975}}]","{""x"": 348.0, ""y"": 69.0, ""height"": 40.0, ""width"": 36.0}",2024-01-17 15:50:42.300000+00:00,"[{""time"": ""2024-01-17 15:49:51.800000+00:00"", ""center"": {""x"": 539.452, ""y"": 301.59}}, {""time"": ""2024-01-17 15:50:00.600000+00:00"", ""center"": {""x"": 546.452, ""y"": 299.09}}, {""time"": ""2024-01-17 15:50:04.500000+00:00"", ""center"": {""x"": 549.452, ""y"": 303.84}}, {""time"": ""2024-01-17 15:50:18.900000+00:00"", ""center"": {""x"": 500.619, ""y"": 108.174}}, {""time"": ""2024-01-17 15:50:21.200000+00:00"", ""center"": {""x"": 502.619, ""y"": 104.424}}, {""time"": ""2024-01-17 15:50:24.800000+00:00"", ""center"": {""x"": 515.869, ""y"": 110.174}}, {""time"": ""2024-01-17 15:50:34.300000+00:00"", ""center"": {""x"": 465.452, ""y"": 53.132}}, {""time"": ""2024-01-17 15:50:34.300000+00:00"", ""center"": {""x"": 476.952, ""y"": 57.132}}, {""time"": ""2024-01-17 15:50:40.200000+00:00"", ""center"": {""x"": 472.785, ""y"": 61.715}}, {""time"": ""2024-01-17 15:50:40.200000+00:00"", ""center"": {""x"": 478.285, ""y"": 62.049}}]"
3414,10275283,Videos/20240117/10275283/ai/C2_S20240117154640600_E20240117154740600.mp4,2,"{""x"": 175.0, ""y"": 287.0, ""height"": 41.0, ""width"": 17.0}",2024-01-17 15:46:45.600000+00:00,TRUE,"{""x"": 167.5352325439453, ""y"": 327.5679626464844, ""height"": 45.68418884277344, ""width"": 32.134185791015625}",2024-01-17 15:46:59.900000+00:00,"[{""time"": ""2024-01-17 15:46:44.800000+00:00"", ""center"": {""x"": 207.74269256591796, ""y"": 314.6525183105469}}]","{""x"": 144.0, ""y"": 345.0, ""height"": 12.0, ""width"": 11.0}",2024-01-17 15:47:25.700000+00:00,"[{""time"": ""2024-01-17 15:46:53.800000+00:00"", ""center"": {""x"": 155.669, ""y"": 307.226}}, {""time"": ""2024-01-17 15:47:11+00:00"", ""center"": {""x"": 107.596, ""y"": 310.541}}, {""time"": ""2024-01-17 15:47:18.900000+00:00"", ""center"": {""x"": 113.929, ""y"": 315.541}}]"
3415,10278758,Videos/20240117/10278758/ai/C20_S20240117154504300_E20240117154604300.mp4,20,"{""x"": 520.0, ""y"": 108.0, ""height"": 15.0, ""width"": 19.0}",2024-01-17 15:45:09.300000+00:00,TRUE,"{""x"": 468.9887390136719, ""y"": 0.08319675177335739, ""height"": 41.29638671875, ""width"": 37.13755798339844}",2024-01-17 15:46:02+00:00,"[{""time"": ""2024-01-17 15:45:04.400000+00:00"", ""center"": {""x"": 517.0353698730469, ""y"": 87.78293716430665}}, {""time"": ""2024-01-17 15:45:34.300000+00:00"", ""center"": {""x"": 484.3703323364258, ""y"": 25.9464501670748}}]","{""x"": 486.0, ""y"": 1.0, ""height"": 11.0, ""width"": 4.0}",2024-01-17 15:45:51.700000+00:00,"[{""time"": ""2024-01-17 15:45:19.200000+00:00"", ""center"": {""x"": 563.833, ""y"": 102.292}}, {""time"": ""2024-01-17 15:45:31.900000+00:00"", ""center"": {""x"": 558.167, ""y"": 69.292}}, {""time"": ""2024-01-17 15:45:42+00:00"", ""center"": {""x"": 519.5, ""y"": 26.958}}, {""time"": ""2024-01-17 15:45:42+00:00"", ""center"": {""x"": 529.167, ""y"": 35.292}}, {""time"": ""2024-01-17 15:45:46.800000+00:00"", ""center"": {""x"": 513.5, ""y"": 35.292}}]"
3416,10279175,Videos/20240117/10279175/ai/C16_S20240117155055700_E20240117155155700.mp4,16,"{""x"": 472.0, ""y"": 324.0, ""height"": 32.0, ""width"": 17.0}",2024-01-17 15:51:00.700000+00:00,TRUE,"{""x"": 350.2786865234375, ""y"": 201.9847412109375, ""height"": 39.052459716796875, ""width"": 33.554962158203125}",2024-01-17 15:51:55.600000+00:00,"[{""time"": ""2024-01-17 15:51:21.700000+00:00"", ""center"": {""x"": 226.03414627075196, ""y"": 235.84355422973633}}, {""time"": ""2024-01-17 15:51:30.200000+00:00"", ""center"": {""x"": 292.36164031982423, ""y"": 208.57947692871093}}, {""time"": ""2024-01-17 15:51:49+00:00"", ""center"": {""x"": 374.0103732299805, ""y"": 222.2896812438965}}]","{""x"": 355.0, ""y"": 186.0, ""height"": 53.0, ""width"": 43.0}",2024-01-17 15:51:55.700000+00:00,"[{""time"": ""2024-01-17 15:51:14.500000+00:00"", ""center"": {""x"": 574.006, ""y"": 216.698}}, {""time"": ""2024-01-17 15:51:14.500000+00:00"", ""center"": {""x"": 575.256, ""y"": 211.698}}, {""time"": ""2024-01-17 15:51:55.700000+00:00"", ""center"": {""x"": 379.173, ""y"": 255.781}}]"
3417,10278932,Videos/20240117/10278932/ai/C25_S20240117160301700_E20240117160401700.mp4,25,"{""x"": 323.0, ""y"": 208.0, ""height"": 42.0, ""width"": 14.0}",2024-01-17 16:03:06.700000+00:00,TRUE,"{""x"": 367.5950622558594, ""y"": 0.0, ""height"": 41.4141845703125, ""width"": 48.268035888671875}",2024-01-17 16:03:08.200000+00:00,[],"{""x"": 410.0, ""y"": 3.0, ""height"": 22.0, ""width"": 14.0}",2024-01-17 16:03:08.900000+00:00,[]
3418,10279199,Videos/20240117/10279199/ai/C30_S20240117155349400_E20240117155449400.mp4,30,"{""x"": 450.0, ""y"": 336.0, ""height"": 9.0, ""width"": 6.0}",2024-01-17 15:53:54.400000+00:00,FALSE,,,,"{""x"": 415.0, ""y"": 115.0, ""height"": 45.0, ""width"": 50.0}",2024-01-17 15:54:49.400000+00:00,"[{""time"": ""2024-01-17 15:54:00.700000+00:00"", ""center"": {""x"": 492.042, ""y"": 350.632}}, {""time"": ""2024-01-17 15:54:00.700000+00:00"", ""center"": {""x"": 494.208, ""y"": 349.548}}, {""time"": ""2024-01-17 15:54:17.700000+00:00"", ""center"": {""x"": 448.167, ""y"": 309.173}}, {""time"": ""2024-01-17 15:54:17.700000+00:00"", ""center"": {""x"": 452.333, ""y"": 307.173}}, {""time"": ""2024-01-17 15:54:26.100000+00:00"", ""center"": {""x"": 453.792, ""y"": 320.465}}, {""time"": ""2024-01-17 15:54:26.100000+00:00"", ""center"": {""x"": 459.542, ""y"": 319.34}}, {""time"": ""2024-01-17 15:54:41.800000+00:00"", ""center"": {""x"": 457.917, ""y"": 312.59}}, {""time"": ""2024-01-17 15:54:41.800000+00:00"", ""center"": {""x"": 460.917, ""y"": 309.34}}]"
3419,10276617,Videos/20240117/10276617/ai/C27_S20240117153655300_E20240117153755300.mp4,27,"{""x"": 570.0, ""y"": 338.0, ""height"": 27.0, ""width"": 8.0}",2024-01-17 15:37:00.300000+00:00,TRUE,"{""x"": 237.23150634765625, ""y"": 0.0, ""height"": 36.182586669921875, ""width"": 31.57893180847168}",2024-01-17 15:37:09.700000+00:00,[],"{""x"": 219.0, ""y"": 5.0, ""height"": 6.0, ""width"": 5.0}",2024-01-17 15:37:10.400000+00:00,[]
3420,10279182,Videos/20240117/10279182/ai/C19_S20240117154649800_E20240117154749800.mp4,19,"{""x"": 347.0, ""y"": 301.0, ""height"": 17.0, ""width"": 8.0}",2024-01-17 15:46:54.800000+00:00,TRUE,"{""x"": 337.2087097167969, ""y"": 0.6283091902732849, ""height"": 40.206298828125, ""width"": 40.68299102783203}",2024-01-17 15:46:58.200000+00:00,[],"{""x"": 310.0, ""y"": 4.0, ""height"": 15.0, ""width"": 17.0}",2024-01-17 15:47:00+00:00,[]
3421,10279304,Videos/20240117/10279304/ai/C13_S20240117154931200_E20240117155031200.mp4,13,"{""x"": 238.0, ""y"": 0.0, ""height"": 12.0, ""width"": 10.0}",2024-01-17 15:49:36.200000+00:00,TRUE,"{""x"": 616.9284057617188, ""y"": 36.430030822753906, ""height"": 23.07159423828125, ""width"": 40.65306854248047}",2024-01-17 15:50:09.900000+00:00,"[{""time"": ""2024-01-17 15:49:34.400000+00:00"", ""center"": {""x"": 234.51647888183595, ""y"": 32.678805389404296}}, {""time"": ""2024-01-17 15:49:52.800000+00:00"", ""center"": {""x"": 174.21200057983398, ""y"": 197.8664193725586}}]","{""x"": 125.0, ""y"": 172.0, ""height"": 20.0, ""width"": 14.0}",2024-01-17 15:49:53.200000+00:00,[]
3422,10279205,Videos/20240117/10279205/ai/C4_S20240117160356100_E20240117160456100.mp4,4,"{""x"": 255.0, ""y"": 184.0, ""height"": 30.0, ""width"": 21.0}",2024-01-17 16:04:01.100000+00:00,TRUE,"{""x"": 288.24871826171875, ""y"": 324.4658203125, ""height"": 45.011932373046875, ""width"": 35.5341796875}",2024-01-17 16:04:10.400000+00:00,"[{""time"": ""2024-01-17 16:03:56.200000+00:00"", ""center"": {""x"": 217.4718766784668, ""y"": 225.3794206237793}}]","{""x"": 365.0, ""y"": 352.0, ""height"": 25.0, ""width"": 8.0}",2024-01-17 16:04:12.100000+00:00,[]
3423,10276617,Videos/20240117/10276617/ai/C28_S20240117153705400_E20240117153805400.mp4,28,"{""x"": 198.0, ""y"": 268.0, ""height"": 8.0, ""width"": 8.0}",2024-01-17 15:37:10.400000+00:00,TRUE,"{""x"": 108.51116943359375, ""y"": 0.0, ""height"": 33.48687744140625, ""width"": 20.764558792114258}",2024-01-17 15:37:32.800000+00:00,"[{""time"": ""2024-01-17 15:37:14.100000+00:00"", ""center"": {""x"": 197.0156100463867, ""y"": 16.25411187581718}}]","{""x"": 176.0, ""y"": 4.0, ""height"": 8.0, ""width"": 11.0}",2024-01-17 15:37:39.600000+00:00,[]
3424,10278932,Videos/20240117/10278932/ai/C16_S20240117160303900_E20240117160403900.mp4,16,"{""x"": 490.0, ""y"": 320.0, ""height"": 34.0, ""width"": 18.0}",2024-01-17 16:03:08.900000+00:00,TRUE,"{""x"": 396.7174987792969, ""y"": 0.0, ""height"": 37.855194091796875, ""width"": 32.796260833740234}",2024-01-17 16:03:21.200000+00:00,"[{""time"": ""2024-01-17 16:03:08.300000+00:00"", ""center"": {""x"": 406.5212518310547, ""y"": 281.49638565063475}}]","{""x"": 357.0, ""y"": 3.0, ""height"": 15.0, ""width"": 8.0}",2024-01-17 16:03:22.200000+00:00,"[{""time"": ""2024-01-17 16:03:14.700000+00:00"", ""center"": {""x"": 458.455, ""y"": 298.69}}]"
3425,10279205,Videos/20240117/10279205/ai/C5_S20240117160407100_E20240117160507100.mp4,5,"{""x"": 352.0, ""y"": 22.0, ""height"": 20.0, ""width"": 7.0}",2024-01-17 16:04:12.100000+00:00,TRUE,"{""x"": 305.102783203125, ""y"": 329.64337158203125, ""height"": 35.20068359375, ""width"": 30.35662841796875}",2024-01-17 16:04:18.800000+00:00,[],"{""x"": 342.0, ""y"": 341.0, ""height"": 43.0, ""width"": 14.0}",2024-01-17 16:04:20.200000+00:00,[]
